empresa;descrição;cidade;protocolo;created_at;status_os;data_encerramento_prot;Nome do Técnico;OLT;Regional;Motivo;Motivo da Pendência;Turno;aging_dias
FiberTech;Troca de Tecnologia;Americana;20269624389;16/02/2026 00:18:03;Pendente;16/02/2026 02:18:03;Carlos Santos;OLT-ZTE-7;Americana;Troca de Tecnologia;Dificuldade Técnica (Poste/Tubulação);Tarde;2
Horizon Telecom;Suporte Wi-Fi;Hortolândia;20267539974;18/02/2026 21:17:03;Pendente;18/02/2026 21:50:03;Ana Souza;OLT-HUAWEI-8;Hortolândia;Suporte Wi-Fi;Falta de Tempo/Janela;Manhã;0
Conecta+;Suporte Wi-Fi;Campinas;20266282703;18/02/2026 06:40:03;Pendente;18/02/2026 08:40:03;João Silva;OLT-ZTE-8;Campinas;Suporte Wi-Fi;Equipamento Defeituoso;Tarde;0
Horizon Telecom;Reparo de Fibra;Valinhos;20269810855;14/02/2026 13:30:03;Pendente;15/02/2026 04:30:03;Ana Souza;OLT-NOKIA-9;Valinhos;Reparo de Fibra;Chuva Forte/Segurança;Tarde;4
Conecta+;Suporte Wi-Fi;Americana;20265428670;18/02/2026 04:29:03;Pendente;18/02/2026 20:29:03;Maria Oliveira;OLT-HUAWEI-4;Americana;Suporte Wi-Fi;Dificuldade Técnica (Poste/Tubulação);Manhã;0
Conecta+;Suporte Wi-Fi;Campinas;20262221702;16/02/2026 02:11:03;Pendente;17/02/2026 02:11:03;João Silva;OLT-ZTE-5;Campinas;Suporte Wi-Fi;Chuva Forte/Segurança;Tarde;2
Horizon Telecom;Suporte Wi-Fi;Sumaré;20265814427;15/02/2026 08:09:03;Pendente;16/02/2026 01:09:03;Maria Oliveira;OLT-HUAWEI-2;Sumaré;Suporte Wi-Fi;Falta de Tempo/Janela;Tarde;3
FiberTech;Troca de Tecnologia;Campinas;20261770736;18/02/2026 15:52:03;Pendente;18/02/2026 21:50:03;João Silva;OLT-NOKIA-2;Campinas;Troca de Tecnologia;Chuva Forte/Segurança;Tarde;0
Horizon Telecom;Mudança de Endereço;Americana;20266719596;15/02/2026 03:43:03;Pendente;15/02/2026 16:43:03;Carlos Santos;OLT-HUAWEI-3;Americana;Mudança de Endereço;Chuva Forte/Segurança;Tarde;3
FiberTech;Reparo de Fibra;Americana;20268022636;12/02/2026 22:18:03;Pendente;13/02/2026 13:18:03;Carlos Santos;OLT-ZTE-5;Americana;Reparo de Fibra;Equipamento Defeituoso;Manhã;5
FiberTech;Troca de Tecnologia;Valinhos;20267186924;06/02/2026 07:04:03;Pendente;07/02/2026 00:04:03;João Silva;OLT-ZTE-8;Valinhos;Troca de Tecnologia;Cliente Ausente;Manhã;12
FiberTech;Instalação Nova;Campinas;20262680926;14/02/2026 05:45:03;Pendente;14/02/2026 19:45:03;Carlos Santos;OLT-ZTE-6;Campinas;Instalação Nova;Equipamento Defeituoso;Tarde;4
FiberTech;Reparo de Fibra;Sumaré;20269787482;14/02/2026 22:51:03;Pendente;15/02/2026 13:51:03;João Silva;OLT-NOKIA-5;Sumaré;Reparo de Fibra;Equipamento Defeituoso;Manhã;3
Horizon Telecom;Instalação Nova;Americana;20269357348;16/02/2026 03:09:03;Pendente;16/02/2026 15:09:03;Kevyn Ferrezin;OLT-ZTE-5;Americana;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Manhã;2
Horizon Telecom;Instalação Nova;Campinas;20262127547;13/02/2026 00:16:03;Pendente;13/02/2026 14:16:03;João Silva;OLT-HUAWEI-1;Campinas;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Tarde;5
Horizon Telecom;Reparo de Fibra;Sumaré;20267386818;14/02/2026 16:50:03;Pendente;15/02/2026 14:50:03;Kevyn Ferrezin;OLT-NOKIA-6;Sumaré;Reparo de Fibra;Cliente Ausente;Tarde;4
FiberTech;Troca de Tecnologia;Campinas;20269662609;13/02/2026 17:37:03;Pendente;13/02/2026 22:37:03;Maria Oliveira;OLT-ZTE-10;Campinas;Troca de Tecnologia;Equipamento Defeituoso;Manhã;5
FiberTech;Suporte Wi-Fi;Campinas;20266234508;17/02/2026 22:32:03;Pendente;18/02/2026 18:32:03;Carlos Santos;OLT-HUAWEI-4;Campinas;Suporte Wi-Fi;Dificuldade Técnica (Poste/Tubulação);Manhã;0
FiberTech;Troca de Tecnologia;Hortolândia;20267210833;16/02/2026 00:19:03;Pendente;16/02/2026 20:19:03;João Silva;OLT-ZTE-7;Hortolândia;Troca de Tecnologia;Equipamento Defeituoso;Manhã;2
Horizon Telecom;Instalação Nova;Hortolândia;20264546321;17/02/2026 07:06:03;Pendente;18/02/2026 01:06:03;Carlos Santos;OLT-HUAWEI-5;Hortolândia;Instalação Nova;Falta de Tempo/Janela;Tarde;1
Horizon Telecom;Suporte Wi-Fi;Paulínia;20264654366;13/02/2026 22:16:03;Pendente;14/02/2026 06:16:03;Ana Souza;OLT-ZTE-1;Paulínia;Suporte Wi-Fi;Equipamento Defeituoso;Tarde;4
Conecta+;Suporte Wi-Fi;Hortolândia;20262340570;14/02/2026 04:11:03;Pendente;14/02/2026 20:11:03;Maria Oliveira;OLT-ZTE-5;Hortolândia;Suporte Wi-Fi;Falta de Tempo/Janela;Manhã;4
Horizon Telecom;Troca de Tecnologia;Campinas;20268893483;13/02/2026 22:39:03;Pendente;14/02/2026 08:39:03;Kevyn Ferrezin;OLT-HUAWEI-2;Campinas;Troca de Tecnologia;Cliente Ausente;Tarde;4
FiberTech;Suporte Wi-Fi;Hortolândia;20266665631;16/02/2026 00:02:03;Pendente;16/02/2026 04:02:03;Kevyn Ferrezin;OLT-NOKIA-1;Hortolândia;Suporte Wi-Fi;Dificuldade Técnica (Poste/Tubulação);Tarde;2
Horizon Telecom;Suporte Wi-Fi;Hortolândia;20263213375;17/02/2026 20:45:03;Pendente;18/02/2026 07:45:03;Ana Souza;OLT-NOKIA-1;Hortolândia;Suporte Wi-Fi;Falta de Tempo/Janela;Manhã;1
FiberTech;Suporte Wi-Fi;Valinhos;20265798106;17/02/2026 21:13:03;Pendente;18/02/2026 09:13:03;Kevyn Ferrezin;OLT-HUAWEI-5;Valinhos;Suporte Wi-Fi;Falta de Tempo/Janela;Manhã;1
Conecta+;Instalação Nova;Sumaré;20261454014;15/02/2026 05:46:03;Pendente;16/02/2026 01:46:03;Kevyn Ferrezin;OLT-NOKIA-2;Sumaré;Instalação Nova;Cliente Ausente;Tarde;3
Conecta+;Instalação Nova;Campinas;20263236616;07/02/2026 12:40:03;Pendente;08/02/2026 10:40:03;Ana Souza;OLT-ZTE-9;Campinas;Instalação Nova;Cliente Ausente;Manhã;11
Conecta+;Troca de Tecnologia;Campinas;20269121688;13/02/2026 09:43:03;Pendente;14/02/2026 06:43:03;Carlos Santos;OLT-ZTE-5;Campinas;Troca de Tecnologia;Chuva Forte/Segurança;Tarde;5
Conecta+;Reparo de Fibra;Paulínia;20262715480;17/02/2026 22:14:03;Pendente;18/02/2026 08:14:03;Kevyn Ferrezin;OLT-NOKIA-6;Paulínia;Reparo de Fibra;Cliente Ausente;Manhã;0
Conecta+;Troca de Tecnologia;Campinas;20265528863;18/02/2026 08:15:03;Pendente;18/02/2026 21:50:03;Kevyn Ferrezin;OLT-HUAWEI-5;Campinas;Troca de Tecnologia;Cliente Ausente;Tarde;0
Horizon Telecom;Instalação Nova;Americana;20263641783;14/02/2026 18:23:03;Pendente;15/02/2026 02:23:03;Kevyn Ferrezin;OLT-NOKIA-8;Americana;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Tarde;4
Horizon Telecom;Suporte Wi-Fi;Americana;20261327867;18/02/2026 02:02:03;Pendente;18/02/2026 04:02:03;Ana Souza;OLT-NOKIA-6;Americana;Suporte Wi-Fi;Chuva Forte/Segurança;Tarde;0
Horizon Telecom;Suporte Wi-Fi;Hortolândia;20263775788;16/02/2026 13:14:03;Pendente;17/02/2026 08:14:03;João Silva;OLT-ZTE-10;Hortolândia;Suporte Wi-Fi;Equipamento Defeituoso;Tarde;2
FiberTech;Suporte Wi-Fi;Paulínia;20269350036;18/02/2026 08:46:03;Pendente;18/02/2026 21:50:03;Ana Souza;OLT-NOKIA-10;Paulínia;Suporte Wi-Fi;Equipamento Defeituoso;Manhã;0
FiberTech;Instalação Nova;Valinhos;20269508283;18/02/2026 06:26:03;Pendente;18/02/2026 21:50:03;Maria Oliveira;OLT-ZTE-9;Valinhos;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Tarde;0
Horizon Telecom;Mudança de Endereço;Hortolândia;20264198271;07/02/2026 16:43:03;Pendente;07/02/2026 23:43:03;João Silva;OLT-NOKIA-9;Hortolândia;Mudança de Endereço;Falta de Tempo/Janela;Tarde;11
FiberTech;Troca de Tecnologia;Paulínia;20267014758;17/02/2026 06:15:03;Pendente;17/02/2026 12:15:03;Carlos Santos;OLT-ZTE-7;Paulínia;Troca de Tecnologia;Cliente Ausente;Manhã;1
FiberTech;Mudança de Endereço;Americana;20265441043;16/02/2026 15:32:03;Pendente;17/02/2026 13:32:03;Kevyn Ferrezin;OLT-HUAWEI-3;Americana;Mudança de Endereço;Falta de Tempo/Janela;Manhã;2
Horizon Telecom;Troca de Tecnologia;Hortolândia;20263824859;18/02/2026 03:48:03;Pendente;18/02/2026 17:48:03;Carlos Santos;OLT-ZTE-2;Hortolândia;Troca de Tecnologia;Dificuldade Técnica (Poste/Tubulação);Manhã;0
Conecta+;Mudança de Endereço;Campinas;20268413457;17/02/2026 22:39:03;Pendente;18/02/2026 16:39:03;João Silva;OLT-ZTE-8;Campinas;Mudança de Endereço;Falta de Tempo/Janela;Tarde;0
Horizon Telecom;Reparo de Fibra;Valinhos;20262808767;14/02/2026 21:49:03;Pendente;15/02/2026 09:49:03;Kevyn Ferrezin;OLT-HUAWEI-6;Valinhos;Reparo de Fibra;Cliente Ausente;Tarde;4
Conecta+;Mudança de Endereço;Hortolândia;20263077488;15/02/2026 11:06:03;Pendente;16/02/2026 11:06:03;Ana Souza;OLT-HUAWEI-4;Hortolândia;Mudança de Endereço;Dificuldade Técnica (Poste/Tubulação);Manhã;3
FiberTech;Suporte Wi-Fi;Paulínia;20266761399;16/02/2026 16:01:03;Pendente;17/02/2026 12:01:03;Kevyn Ferrezin;OLT-ZTE-6;Paulínia;Suporte Wi-Fi;Falta de Tempo/Janela;Manhã;2
Horizon Telecom;Reparo de Fibra;Americana;20267103976;14/02/2026 15:49:03;Pendente;15/02/2026 00:49:03;Carlos Santos;OLT-NOKIA-5;Americana;Reparo de Fibra;Cliente Ausente;Manhã;4
Conecta+;Suporte Wi-Fi;Valinhos;20265130927;16/02/2026 23:39:03;Pendente;17/02/2026 12:39:03;Kevyn Ferrezin;OLT-ZTE-10;Valinhos;Suporte Wi-Fi;Equipamento Defeituoso;Manhã;1
Horizon Telecom;Suporte Wi-Fi;Hortolândia;20261608419;17/02/2026 23:27:03;Pendente;18/02/2026 17:27:03;Maria Oliveira;OLT-HUAWEI-9;Hortolândia;Suporte Wi-Fi;Chuva Forte/Segurança;Tarde;0
Conecta+;Suporte Wi-Fi;Americana;20267828624;17/02/2026 08:40:03;Pendente;17/02/2026 16:40:03;Maria Oliveira;OLT-HUAWEI-7;Americana;Suporte Wi-Fi;Equipamento Defeituoso;Manhã;1
Conecta+;Troca de Tecnologia;Paulínia;20261269166;17/02/2026 21:54:03;Pendente;18/02/2026 00:54:03;Carlos Santos;OLT-HUAWEI-7;Paulínia;Troca de Tecnologia;Falta de Tempo/Janela;Tarde;0
FiberTech;Instalação Nova;Hortolândia;20265255949;16/02/2026 16:40:03;Pendente;17/02/2026 13:40:03;Maria Oliveira;OLT-ZTE-10;Hortolândia;Instalação Nova;Equipamento Defeituoso;Manhã;2
Horizon Telecom;Instalação Nova;Hortolândia;20262973335;14/02/2026 23:59:03;Pendente;15/02/2026 15:59:03;Ana Souza;OLT-HUAWEI-4;Hortolândia;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Manhã;3
Conecta+;Reparo de Fibra;Valinhos;20268432845;15/02/2026 22:03:03;Pendente;16/02/2026 10:03:03;João Silva;OLT-HUAWEI-7;Valinhos;Reparo de Fibra;Dificuldade Técnica (Poste/Tubulação);Manhã;2
Horizon Telecom;Suporte Wi-Fi;Valinhos;20262115392;18/02/2026 17:40:03;Pendente;18/02/2026 21:50:03;Ana Souza;OLT-HUAWEI-6;Valinhos;Suporte Wi-Fi;Cliente Ausente;Tarde;0
Horizon Telecom;Mudança de Endereço;Sumaré;20262053782;18/02/2026 03:26:03;Pendente;18/02/2026 11:26:03;Maria Oliveira;OLT-ZTE-6;Sumaré;Mudança de Endereço;Equipamento Defeituoso;Manhã;0
FiberTech;Troca de Tecnologia;Campinas;20265334411;18/02/2026 11:39:03;Pendente;18/02/2026 15:39:03;Ana Souza;OLT-ZTE-7;Campinas;Troca de Tecnologia;Cliente Ausente;Tarde;0
Conecta+;Suporte Wi-Fi;Valinhos;20262956027;14/02/2026 20:14:03;Pendente;15/02/2026 15:14:03;João Silva;OLT-NOKIA-3;Valinhos;Suporte Wi-Fi;Equipamento Defeituoso;Manhã;4
FiberTech;Mudança de Endereço;Hortolândia;20263702840;03/02/2026 10:18:03;Pendente;03/02/2026 19:18:03;João Silva;OLT-ZTE-10;Hortolândia;Mudança de Endereço;Dificuldade Técnica (Poste/Tubulação);Tarde;15
Conecta+;Reparo de Fibra;Hortolândia;20265946898;17/02/2026 17:44:03;Pendente;18/02/2026 04:44:03;Carlos Santos;OLT-HUAWEI-7;Hortolândia;Reparo de Fibra;Dificuldade Técnica (Poste/Tubulação);Tarde;1
Conecta+;Troca de Tecnologia;Americana;20267872393;15/02/2026 22:18:03;Pendente;16/02/2026 02:18:03;Maria Oliveira;OLT-ZTE-1;Americana;Troca de Tecnologia;Falta de Tempo/Janela;Manhã;2
Conecta+;Reparo de Fibra;Paulínia;20262053881;16/02/2026 08:07:03;Pendente;17/02/2026 02:07:03;Carlos Santos;OLT-NOKIA-5;Paulínia;Reparo de Fibra;Equipamento Defeituoso;Manhã;2
FiberTech;Suporte Wi-Fi;Americana;20266483958;13/02/2026 07:24:03;Pendente;13/02/2026 11:24:03;João Silva;OLT-HUAWEI-8;Americana;Suporte Wi-Fi;Chuva Forte/Segurança;Tarde;5
Conecta+;Mudança de Endereço;Paulínia;20261398050;17/02/2026 14:50:03;Pendente;18/02/2026 01:50:03;Carlos Santos;OLT-NOKIA-5;Paulínia;Mudança de Endereço;Dificuldade Técnica (Poste/Tubulação);Tarde;1
FiberTech;Suporte Wi-Fi;Campinas;20263333871;18/02/2026 20:16:03;Pendente;18/02/2026 21:50:03;Ana Souza;OLT-HUAWEI-10;Campinas;Suporte Wi-Fi;Equipamento Defeituoso;Manhã;0
Conecta+;Reparo de Fibra;Valinhos;20267969914;13/02/2026 00:08:03;Pendente;13/02/2026 19:08:03;João Silva;OLT-ZTE-7;Valinhos;Reparo de Fibra;Falta de Tempo/Janela;Manhã;5
Horizon Telecom;Instalação Nova;Hortolândia;20268340488;15/02/2026 02:18:03;Pendente;15/02/2026 21:18:03;Carlos Santos;OLT-NOKIA-9;Hortolândia;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Tarde;3
FiberTech;Troca de Tecnologia;Sumaré;20262599356;18/02/2026 13:58:03;Pendente;18/02/2026 19:58:03;Maria Oliveira;OLT-NOKIA-1;Sumaré;Troca de Tecnologia;Cliente Ausente;Manhã;0
Horizon Telecom;Reparo de Fibra;Campinas;20262639447;16/02/2026 02:10:03;Pendente;16/02/2026 15:10:03;Maria Oliveira;OLT-HUAWEI-9;Campinas;Reparo de Fibra;Cliente Ausente;Manhã;2
Horizon Telecom;Reparo de Fibra;Hortolândia;20263183050;17/02/2026 01:49:03;Pendente;18/02/2026 00:49:03;Carlos Santos;OLT-HUAWEI-3;Hortolândia;Reparo de Fibra;Falta de Tempo/Janela;Manhã;1
Horizon Telecom;Troca de Tecnologia;Valinhos;20265448154;04/02/2026 03:59:03;Pendente;05/02/2026 02:59:03;João Silva;OLT-HUAWEI-3;Valinhos;Troca de Tecnologia;Dificuldade Técnica (Poste/Tubulação);Tarde;14
Horizon Telecom;Suporte Wi-Fi;Sumaré;20267484132;18/02/2026 07:00:03;Pendente;18/02/2026 19:00:03;Maria Oliveira;OLT-ZTE-4;Sumaré;Suporte Wi-Fi;Falta de Tempo/Janela;Tarde;0
Horizon Telecom;Instalação Nova;Paulínia;20267266351;13/02/2026 01:12:03;Pendente;14/02/2026 00:12:03;Carlos Santos;OLT-ZTE-10;Paulínia;Instalação Nova;Cliente Ausente;Manhã;5
FiberTech;Instalação Nova;Americana;20269538749;17/02/2026 08:55:03;Pendente;18/02/2026 08:55:03;Carlos Santos;OLT-NOKIA-1;Americana;Instalação Nova;Chuva Forte/Segurança;Tarde;1
FiberTech;Instalação Nova;Paulínia;20261634073;18/02/2026 14:17:03;Pendente;18/02/2026 21:50:03;João Silva;OLT-ZTE-8;Paulínia;Instalação Nova;Chuva Forte/Segurança;Tarde;0
FiberTech;Instalação Nova;Campinas;20267700659;16/02/2026 08:00:03;Pendente;16/02/2026 13:00:03;João Silva;OLT-ZTE-7;Campinas;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Tarde;2
Conecta+;Reparo de Fibra;Americana;20267158123;18/02/2026 07:08:03;Pendente;18/02/2026 21:50:03;Maria Oliveira;OLT-HUAWEI-6;Americana;Reparo de Fibra;Falta de Tempo/Janela;Manhã;0
Horizon Telecom;Troca de Tecnologia;Valinhos;20267706006;16/02/2026 11:44:03;Pendente;16/02/2026 21:44:03;Carlos Santos;OLT-NOKIA-4;Valinhos;Troca de Tecnologia;Equipamento Defeituoso;Manhã;2
Horizon Telecom;Troca de Tecnologia;Americana;20268308623;12/02/2026 22:25:03;Pendente;13/02/2026 05:25:03;Maria Oliveira;OLT-NOKIA-8;Americana;Troca de Tecnologia;Cliente Ausente;Tarde;5
Horizon Telecom;Instalação Nova;Campinas;20261164455;13/02/2026 16:54:03;Pendente;14/02/2026 02:54:03;Kevyn Ferrezin;OLT-HUAWEI-9;Campinas;Instalação Nova;Falta de Tempo/Janela;Manhã;5
Conecta+;Reparo de Fibra;Valinhos;20262832161;12/02/2026 16:10:03;Pendente;12/02/2026 21:10:03;Ana Souza;OLT-NOKIA-1;Valinhos;Reparo de Fibra;Chuva Forte/Segurança;Manhã;6
Horizon Telecom;Troca de Tecnologia;Hortolândia;20262890549;11/02/2026 05:46:03;Pendente;11/02/2026 22:46:03;Kevyn Ferrezin;OLT-ZTE-4;Hortolândia;Troca de Tecnologia;Cliente Ausente;Manhã;7
FiberTech;Instalação Nova;Americana;20264544855;09/02/2026 18:01:03;Pendente;10/02/2026 14:01:03;Ana Souza;OLT-HUAWEI-3;Americana;Instalação Nova;Falta de Tempo/Janela;Tarde;9
FiberTech;Reparo de Fibra;Campinas;20262661904;17/02/2026 03:22:03;Pendente;17/02/2026 09:22:03;Kevyn Ferrezin;OLT-NOKIA-4;Campinas;Reparo de Fibra;Dificuldade Técnica (Poste/Tubulação);Tarde;1
Horizon Telecom;Mudança de Endereço;Valinhos;20265764209;18/02/2026 15:36:03;Pendente;18/02/2026 21:50:03;Kevyn Ferrezin;OLT-NOKIA-4;Valinhos;Mudança de Endereço;Chuva Forte/Segurança;Manhã;0
Horizon Telecom;Troca de Tecnologia;Valinhos;20265031310;14/02/2026 15:08:03;Pendente;15/02/2026 05:08:03;João Silva;OLT-ZTE-1;Valinhos;Troca de Tecnologia;Equipamento Defeituoso;Manhã;4
FiberTech;Instalação Nova;Hortolândia;20261769454;13/02/2026 05:58:03;Pendente;13/02/2026 20:58:03;Carlos Santos;OLT-ZTE-4;Hortolândia;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Tarde;5
FiberTech;Reparo de Fibra;Paulínia;20264994528;16/02/2026 12:22:03;Pendente;16/02/2026 15:22:03;Kevyn Ferrezin;OLT-HUAWEI-6;Paulínia;Reparo de Fibra;Dificuldade Técnica (Poste/Tubulação);Tarde;2
Horizon Telecom;Mudança de Endereço;Paulínia;20263523489;16/02/2026 12:49:03;Pendente;17/02/2026 03:49:03;Ana Souza;OLT-HUAWEI-2;Paulínia;Mudança de Endereço;Dificuldade Técnica (Poste/Tubulação);Tarde;2
Conecta+;Mudança de Endereço;Campinas;20266166922;17/02/2026 17:00:03;Pendente;17/02/2026 23:00:03;Ana Souza;OLT-HUAWEI-7;Campinas;Mudança de Endereço;Falta de Tempo/Janela;Manhã;1
Horizon Telecom;Instalação Nova;Valinhos;20268323815;17/02/2026 20:20:03;Pendente;18/02/2026 11:20:03;Carlos Santos;OLT-ZTE-8;Valinhos;Instalação Nova;Chuva Forte/Segurança;Tarde;1
FiberTech;Instalação Nova;Valinhos;20263747351;16/02/2026 12:31:03;Pendente;16/02/2026 18:31:03;João Silva;OLT-ZTE-8;Valinhos;Instalação Nova;Chuva Forte/Segurança;Tarde;2
FiberTech;Reparo de Fibra;Hortolândia;20268565452;18/02/2026 18:45:03;Pendente;18/02/2026 21:50:03;João Silva;OLT-HUAWEI-7;Hortolândia;Reparo de Fibra;Cliente Ausente;Manhã;0
Horizon Telecom;Troca de Tecnologia;Americana;20267528613;17/02/2026 11:34:03;Pendente;17/02/2026 17:34:03;Ana Souza;OLT-HUAWEI-1;Americana;Troca de Tecnologia;Cliente Ausente;Tarde;1
Horizon Telecom;Troca de Tecnologia;Americana;20262039408;07/02/2026 07:19:03;Pendente;07/02/2026 21:19:03;Ana Souza;OLT-NOKIA-6;Americana;Troca de Tecnologia;Chuva Forte/Segurança;Tarde;11
Horizon Telecom;Mudança de Endereço;Paulínia;20268536915;16/02/2026 09:54:03;Pendente;17/02/2026 05:54:03;Maria Oliveira;OLT-ZTE-3;Paulínia;Mudança de Endereço;Cliente Ausente;Manhã;2
Horizon Telecom;Instalação Nova;Campinas;20268729074;16/02/2026 20:26:03;Pendente;17/02/2026 03:26:03;Carlos Santos;OLT-HUAWEI-9;Campinas;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Tarde;2
FiberTech;Mudança de Endereço;Americana;20265746232;16/02/2026 17:52:03;Pendente;17/02/2026 06:52:03;Carlos Santos;OLT-NOKIA-7;Americana;Mudança de Endereço;Dificuldade Técnica (Poste/Tubulação);Manhã;2
Horizon Telecom;Mudança de Endereço;Campinas;20261483260;16/02/2026 16:39:03;Pendente;17/02/2026 06:39:03;Kevyn Ferrezin;OLT-HUAWEI-5;Campinas;Mudança de Endereço;Dificuldade Técnica (Poste/Tubulação);Manhã;2
FiberTech;Reparo de Fibra;Paulínia;20264423992;17/02/2026 08:33:03;Pendente;17/02/2026 17:33:03;Kevyn Ferrezin;OLT-HUAWEI-4;Paulínia;Reparo de Fibra;Cliente Ausente;Tarde;1
FiberTech;Reparo de Fibra;Paulínia;20261536361;17/02/2026 19:09:03;Pendente;18/02/2026 00:09:03;Carlos Santos;OLT-ZTE-1;Paulínia;Reparo de Fibra;Cliente Ausente;Tarde;1
FiberTech;Troca de Tecnologia;Campinas;20267929548;04/02/2026 18:47:03;Pendente;05/02/2026 00:47:03;Kevyn Ferrezin;OLT-HUAWEI-4;Campinas;Troca de Tecnologia;Chuva Forte/Segurança;Tarde;14
FiberTech;Mudança de Endereço;Americana;20261966468;14/02/2026 16:00:03;Pendente;15/02/2026 08:00:03;Maria Oliveira;OLT-ZTE-6;Americana;Mudança de Endereço;Cliente Ausente;Manhã;4
Horizon Telecom;Mudança de Endereço;Americana;20268091890;08/02/2026 13:10:03;Pendente;09/02/2026 00:10:03;João Silva;OLT-ZTE-3;Americana;Mudança de Endereço;Equipamento Defeituoso;Manhã;10
FiberTech;Troca de Tecnologia;Campinas;20264692418;16/02/2026 20:01:03;Pendente;16/02/2026 23:01:03;Ana Souza;OLT-HUAWEI-2;Campinas;Troca de Tecnologia;Falta de Tempo/Janela;Tarde;2
FiberTech;Instalação Nova;Sumaré;20264126232;18/02/2026 16:24:03;Pendente;18/02/2026 19:24:03;Maria Oliveira;OLT-NOKIA-1;Sumaré;Instalação Nova;Falta de Tempo/Janela;Tarde;0
Horizon Telecom;Reparo de Fibra;Sumaré;20268046903;14/02/2026 08:59:03;Pendente;15/02/2026 03:59:03;Maria Oliveira;OLT-HUAWEI-2;Sumaré;Reparo de Fibra;Dificuldade Técnica (Poste/Tubulação);Manhã;4
Conecta+;Troca de Tecnologia;Americana;20266925935;18/02/2026 08:34:03;Pendente;18/02/2026 15:34:03;Carlos Santos;OLT-HUAWEI-9;Americana;Troca de Tecnologia;Cliente Ausente;Tarde;0
Horizon Telecom;Mudança de Endereço;Hortolândia;20266098808;13/02/2026 03:18:03;Pendente;13/02/2026 20:18:03;Carlos Santos;OLT-HUAWEI-6;Hortolândia;Mudança de Endereço;Chuva Forte/Segurança;Manhã;5
Conecta+;Reparo de Fibra;Paulínia;20266152665;16/02/2026 17:56:03;Pendente;17/02/2026 11:56:03;Kevyn Ferrezin;OLT-ZTE-7;Paulínia;Reparo de Fibra;Falta de Tempo/Janela;Tarde;2
Horizon Telecom;Reparo de Fibra;Sumaré;20263671486;16/02/2026 02:07:03;Pendente;16/02/2026 06:07:03;Maria Oliveira;OLT-ZTE-7;Sumaré;Reparo de Fibra;Equipamento Defeituoso;Tarde;2
Conecta+;Troca de Tecnologia;Paulínia;20264059582;17/02/2026 00:02:03;Pendente;17/02/2026 22:02:03;Ana Souza;OLT-HUAWEI-1;Paulínia;Troca de Tecnologia;Chuva Forte/Segurança;Tarde;1
Conecta+;Instalação Nova;Paulínia;20269832853;16/02/2026 07:37:03;Pendente;16/02/2026 13:37:03;João Silva;OLT-NOKIA-6;Paulínia;Instalação Nova;Equipamento Defeituoso;Tarde;2
Horizon Telecom;Reparo de Fibra;Hortolândia;20261847173;14/02/2026 12:16:03;Pendente;14/02/2026 19:16:03;Kevyn Ferrezin;OLT-ZTE-5;Hortolândia;Reparo de Fibra;Equipamento Defeituoso;Tarde;4
Horizon Telecom;Instalação Nova;Hortolândia;20261007755;18/02/2026 15:53:03;Pendente;18/02/2026 21:50:03;João Silva;OLT-HUAWEI-6;Hortolândia;Instalação Nova;Falta de Tempo/Janela;Manhã;0
Conecta+;Suporte Wi-Fi;Hortolândia;20267296526;17/02/2026 04:53:03;Pendente;18/02/2026 03:53:03;Maria Oliveira;OLT-HUAWEI-10;Hortolândia;Suporte Wi-Fi;Falta de Tempo/Janela;Tarde;1
FiberTech;Troca de Tecnologia;Paulínia;20263314566;18/02/2026 10:45:03;Pendente;18/02/2026 14:45:03;Maria Oliveira;OLT-HUAWEI-1;Paulínia;Troca de Tecnologia;Chuva Forte/Segurança;Manhã;0
FiberTech;Instalação Nova;Valinhos;20265555723;17/02/2026 17:02:03;Pendente;18/02/2026 02:02:03;Maria Oliveira;OLT-NOKIA-4;Valinhos;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Tarde;1
FiberTech;Mudança de Endereço;Americana;20265724550;16/02/2026 21:08:03;Pendente;17/02/2026 05:08:03;Maria Oliveira;OLT-HUAWEI-9;Americana;Mudança de Endereço;Equipamento Defeituoso;Manhã;2
FiberTech;Reparo de Fibra;Sumaré;20262025890;17/02/2026 21:49:03;Pendente;18/02/2026 04:49:03;Kevyn Ferrezin;OLT-HUAWEI-9;Sumaré;Reparo de Fibra;Chuva Forte/Segurança;Manhã;1
Conecta+;Mudança de Endereço;Sumaré;20269767127;18/02/2026 07:34:03;Pendente;18/02/2026 21:50:03;Kevyn Ferrezin;OLT-NOKIA-5;Sumaré;Mudança de Endereço;Chuva Forte/Segurança;Manhã;0
